Código,COUNTER,CO_FRAC_RA
20010308.0,155.0,10_30_8.
20010309.0,139.0,10_30_9.
20010310.0,93.0,10_31_.
20010314.0,85.0,10_31_4.
20010315.0,3.0,10_31_5.
20010401.0,12.0,10_40_1.
20010401.0,131.0,10_40_1.
20010401.0,246.0,10_40_1.
20010401.0,250.0,10_40_1.
20010401.0,253.0,10_40_1.
20010401.0,267.0,10_40_1.
20010401.0,282.0,10_40_1.
20010401.0,290.0,10_40_1.
20010401.0,320.0,10_40_1.
20010401.0,326.0,10_40_1.
20010401.0,333.0,10_40_1.
20010401.0,350.0,10_40_1.
20010401.0,351.0,10_40_1.
20010401.0,355.0,10_40_1.
20010401.0,433.0,10_40_1.
20010401.0,435.0,10_40_1.
20010401.0,440.0,10_40_1.
20010401.0,443.0,10_40_1.
20010401.0,448.0,10_40_1.
20010401.0,651.0,10_40_1.
20010402.0,155.0,10_40_2.
20010402.0,234.0,10_40_2.
20010402.0,320.0,10_40_2.
20010402.0,352.0,10_40_2.
20010402.0,363.0,10_40_2.
20010402.0,382.0,10_40_2.
20010402.0,395.0,10_40_2.
20010402.0,487.0,10_40_2.
20010402.0,509.0,10_40_2.
20010402.0,538.0,10_40_2.
20010402.0,573.0,10_40_2.
20010402.0,600.0,10_40_2.
20010402.0,604.0,10_40_2.
20010403.0,41.0,10_40_3.
20010403.0,45.0,10_40_3.
20010403.0,57.0,10_40_3.
20010403.0,76.0,10_40_3.
20010403.0,86.0,10_40_3.
20010403.0,101.0,10_40_3.
20010403.0,112.0,10_40_3.
20010403.0,237.0,10_40_3.
20010403.0,273.0,10_40_3.
20010403.0,276.0,10_40_3.
20010403.0,279.0,10_40_3.
20010403.0,298.0,10_40_3.
20010403.0,307.0,10_40_3.
20010403.0,323.0,10_40_3.
20010403.0,324.0,10_40_3.
20010403.0,334.0,10_40_3.
20010403.0,339.0,10_40_3.
20010403.0,343.0,10_40_3.
20010403.0,354.0,10_40_3.
20010403.0,355.0,10_40_3.
20010403.0,378.0,10_40_3.
20010403.0,384.0,10_40_3.
20010403.0,385.0,10_40_3.
20010403.0,386.0,10_40_3.
20010403.0,406.0,10_40_3.
20010403.0,409.0,10_40_3.
20010403.0,411.0,10_40_3.
20010403.0,420.0,10_40_3.
20010403.0,440.0,10_40_3.
20010403.0,461.0,10_40_3.
20010403.0,464.0,10_40_3.
20010403.0,466.0,10_40_3.
20010404.0,17.0,10_40_4.
20010404.0,26.0,10_40_4.
20010404.0,41.0,10_40_4.
20010404.0,46.0,10_40_4.
20010404.0,79.0,10_40_4.
20010404.0,102.0,10_40_4.
20010404.0,126.0,10_40_4.
20010404.0,127.0,10_40_4.
20010404.0,128.0,10_40_4.
20010404.0,131.0,10_40_4.
20010404.0,136.0,10_40_4.
20010404.0,150.0,10_40_4.
20010404.0,162.0,10_40_4.
20010404.0,174.0,10_40_4.
20010404.0,185.0,10_40_4.
20010404.0,189.0,10_40_4.
20010404.0,197.0,10_40_4.
20010404.0,209.0,10_40_4.
20010404.0,212.0,10_40_4.
20010404.0,216.0,10_40_4.
20010404.0,231.0,10_40_4.
20010404.0,233.0,10_40_4.
20010404.0,234.0,10_40_4.
20010404.0,235.0,10_40_4.
20010404.0,239.0,10_40_4.
20010404.0,287.0,10_40_4.
20010404.0,297.0,10_40_4.
20010404.0,298.0,10_40_4.
20010404.0,306.0,10_40_4.
20010404.0,309.0,10_40_4.
20010404.0,313.0,10_40_4.
20010404.0,316.0,10_40_4.
20010404.0,324.0,10_40_4.
20010404.0,326.0,10_40_4.
20010404.0,327.0,10_40_4.
20010404.0,329.0,10_40_4.
20010404.0,330.0,10_40_4.
20010404.0,337.0,10_40_4.
20010404.0,338.0,10_40_4.
20010404.0,365.0,10_40_4.
20010404.0,375.0,10_40_4.
20010404.0,383.0,10_40_4.
20010404.0,406.0,10_40_4.
20010404.0,407.0,10_40_4.
20010404.0,412.0,10_40_4.
20010404.0,421.0,10_40_4.
20010404.0,422.0,10_40_4.
20010404.0,442.0,10_40_4.
20010404.0,447.0,10_40_4.
20010404.0,449.0,10_40_4.
20010404.0,450.0,10_40_4.
20010404.0,453.0,10_40_4.
20010404.0,474.0,10_40_4.
20010404.0,486.0,10_40_4.
20010404.0,495.0,10_40_4.
20010404.0,503.0,10_40_4.
20010404.0,507.0,10_40_4.
20010404.0,509.0,10_40_4.
20010404.0,514.0,10_40_4.
20010404.0,534.0,10_40_4.
20010404.0,545.0,10_40_4.
20010404.0,552.0,10_40_4.
20010404.0,573.0,10_40_4.
20010404.0,574.0,10_40_4.
20010404.0,578.0,10_40_4.
20010404.0,581.0,10_40_4.
20010404.0,586.0,10_40_4.
20010404.0,600.0,10_40_4.
20010405.0,35.0,10_40_5.
20010405.0,36.0,10_40_5.
20010405.0,42.0,10_40_5.
20010405.0,47.0,10_40_5.
20010405.0,60.0,10_40_5.
20010405.0,63.0,10_40_5.
20010405.0,66.0,10_40_5.
20010405.0,70.0,10_40_5.
20010405.0,85.0,10_40_5.
20010405.0,86.0,10_40_5.
20010405.0,91.0,10_40_5.
20010405.0,92.0,10_40_5.
20010405.0,115.0,10_40_5.
20010405.0,122.0,10_40_5.
20010405.0,158.0,10_40_5.
20010405.0,177.0,10_40_5.
20010405.0,234.0,10_40_5.
20010405.0,237.0,10_40_5.
20010405.0,244.0,10_40_5.
20010405.0,248.0,10_40_5.
20010405.0,257.0,10_40_5.
20010405.0,259.0,10_40_5.
20010405.0,274.0,10_40_5.
20010405.0,279.0,10_40_5.
20010405.0,289.0,10_40_5.
20010405.0,310.0,10_40_5.
20010405.0,358.0,10_40_5.
20010405.0,362.0,10_40_5.
20010405.0,365.0,10_40_5.
20010406.0,6.0,10_40_6.
20010406.0,9.0,10_40_6.
20010406.0,10.0,10_40_6.
20010406.0,12.0,10_40_6.
20010406.0,15.0,10_40_6.
20010406.0,20.0,10_40_6.
20010406.0,21.0,10_40_6.
20010406.0,23.0,10_40_6.
20010406.0,24.0,10_40_6.
20010406.0,35.0,10_40_6.
20010406.0,39.0,10_40_6.
20010406.0,45.0,10_40_6.
20010406.0,54.0,10_40_6.
20010406.0,56.0,10_40_6.
20010406.0,64.0,10_40_6.
20010406.0,71.0,10_40_6.
20010406.0,72.0,10_40_6.
20010406.0,84.0,10_40_6.
20010406.0,85.0,10_40_6.
20010406.0,87.0,10_40_6.
20010406.0,91.0,10_40_6.
20010406.0,99.0,10_40_6.
20010406.0,106.0,10_40_6.
20010406.0,109.0,10_40_6.
20010406.0,111.0,10_40_6.
20010406.0,112.0,10_40_6.
20010406.0,115.0,10_40_6.
20010406.0,126.0,10_40_6.
20010406.0,145.0,10_40_6.
20010406.0,152.0,10_40_6.
20010406.0,155.0,10_40_6.
20010406.0,156.0,10_40_6.
20010406.0,158.0,10_40_6.
20010406.0,161.0,10_40_6.
20010406.0,166.0,10_40_6.
20010406.0,167.0,10_40_6.
20010406.0,169.0,10_40_6.
20010406.0,170.0,10_40_6.
20010406.0,177.0,10_40_6.
20010406.0,191.0,10_40_6.
20010406.0,256.0,10_40_6.
20010406.0,266.0,10_40_6.
20010406.0,272.0,10_40_6.
20010406.0,273.0,10_40_6.
20010406.0,290.0,10_40_6.
20010406.0,294.0,10_40_6.
20010406.0,312.0,10_40_6.
20010406.0,315.0,10_40_6.
20010406.0,316.0,10_40_6.
20010406.0,318.0,10_40_6.
20010406.0,321.0,10_40_6.
20010406.0,326.0,10_40_6.
20010406.0,327.0,10_40_6.
20010406.0,329.0,10_40_6.
20010406.0,330.0,10_40_6.
20010406.0,359.0,10_40_6.
20010406.0,367.0,10_40_6.
20010406.0,381.0,10_40_6.
20010406.0,393.0,10_40_6.
20010406.0,396.0,10_40_6.
20010406.0,397.0,10_40_6.
20010406.0,407.0,10_40_6.
20010406.0,413.0,10_40_6.
20010406.0,414.0,10_40_6.
20010406.0,415.0,10_40_6.
20010406.0,418.0,10_40_6.
20010406.0,419.0,10_40_6.
20010406.0,424.0,10_40_6.
20010406.0,428.0,10_40_6.
20010406.0,454.0,10_40_6.
20010406.0,481.0,10_40_6.
20010407.0,12.0,10_40_7.
20010407.0,13.0,10_40_7.
20010407.0,18.0,10_40_7.
20010407.0,32.0,10_40_7.
20010407.0,118.0,10_40_7.
20010407.0,127.0,10_40_7.
20010407.0,131.0,10_40_7.
20010407.0,199.0,10_40_7.
20010407.0,208.0,10_40_7.
20010407.0,212.0,10_40_7.
20010407.0,221.0,10_40_7.
20010407.0,230.0,10_40_7.
20010407.0,234.0,10_40_7.
20010407.0,248.0,10_40_7.
20010407.0,282.0,10_40_7.
20010407.0,328.0,10_40_7.
20010407.0,373.0,10_40_7.
20010407.0,416.0,10_40_7.
20010407.0,423.0,10_40_7.
20010407.0,426.0,10_40_7.
20010407.0,427.0,10_40_7.
20010407.0,428.0,10_40_7.
20010407.0,445.0,10_40_7.
20010407.0,454.0,10_40_7.
20010407.0,458.0,10_40_7.
20010407.0,468.0,10_40_7.
20010407.0,484.0,10_40_7.
20010407.0,486.0,10_40_7.
20010407.0,500.0,10_40_7.
20010407.0,501.0,10_40_7.
20010407.0,510.0,10_40_7.
20010407.0,513.0,10_40_7.
20010407.0,517.0,10_40_7.
20010407.0,529.0,10_40_7.
20010408.0,29.0,10_40_8.
20010408.0,68.0,10_40_8.
20010408.0,86.0,10_40_8.
20010408.0,107.0,10_40_8.
20010408.0,109.0,10_40_8.
20010408.0,256.0,10_40_8.
20010408.0,270.0,10_40_8.
20010408.0,282.0,10_40_8.
20010408.0,285.0,10_40_8.
20010408.0,292.0,10_40_8.
20010408.0,304.0,10_40_8.
20010408.0,307.0,10_40_8.
20010408.0,324.0,10_40_8.
20010408.0,346.0,10_40_8.
20010501.0,1.0,10_50_1.
20010501.0,3.0,10_50_1.
20010501.0,7.0,10_50_1.
20010501.0,10.0,10_50_1.
20010501.0,16.0,10_50_1.
20010501.0,39.0,10_50_1.
20010501.0,40.0,10_50_1.
20010501.0,45.0,10_50_1.
20010501.0,50.0,10_50_1.
20010501.0,52.0,10_50_1.
20010501.0,67.0,10_50_1.
20010501.0,70.0,10_50_1.
20010501.0,129.0,10_50_1.
20010501.0,162.0,10_50_1.
20010501.0,165.0,10_50_1.
20010501.0,166.0,10_50_1.
20010501.0,178.0,10_50_1.
20010501.0,179.0,10_50_1.
20010501.0,187.0,10_50_1.
20010501.0,199.0,10_50_1.
20010501.0,205.0,10_50_1.
20010501.0,207.0,10_50_1.
20010501.0,211.0,10_50_1.
20010501.0,212.0,10_50_1.
20010501.0,214.0,10_50_1.
20010501.0,228.0,10_50_1.
20010501.0,231.0,10_50_1.
20010501.0,233.0,10_50_1.
20010501.0,236.0,10_50_1.
20010501.0,237.0,10_50_1.
20010501.0,245.0,10_50_1.
20010501.0,257.0,10_50_1.
20010502.0,2.0,10_50_2.
20010502.0,25.0,10_50_2.
20010502.0,32.0,10_50_2.
20010502.0,37.0,10_50_2.
20010502.0,42.0,10_50_2.
20010502.0,45.0,10_50_2.
20010502.0,130.0,10_50_2.
20010502.0,151.0,10_50_2.
20010502.0,153.0,10_50_2.
20010502.0,154.0,10_50_2.
20010502.0,155.0,10_50_2.
20010502.0,157.0,10_50_2.
20010502.0,158.0,10_50_2.
20010502.0,182.0,10_50_2.
20010502.0,186.0,10_50_2.
20010502.0,187.0,10_50_2.
20010502.0,207.0,10_50_2.
20010503.0,31.0,10_50_3.
20010503.0,164.0,10_50_3.
20010503.0,199.0,10_50_3.
20010503.0,207.0,10_50_3.
20010503.0,233.0,10_50_3.
20010503.0,277.0,10_50_3.
20010503.0,301.0,10_50_3.
20010503.0,333.0,10_50_3.
20010503.0,351.0,10_50_3.
20010503.0,359.0,10_50_3.
20010503.0,371.0,10_50_3.
20010504.0,41.0,10_50_4.
20010504.0,55.0,10_50_4.
20010504.0,61.0,10_50_4.
20010504.0,85.0,10_50_4.
20010504.0,104.0,10_50_4.
20010504.0,116.0,10_50_4.
20010504.0,130.0,10_50_4.
20010504.0,139.0,10_50_4.
20010504.0,148.0,10_50_4.
20010504.0,164.0,10_50_4.
20010504.0,171.0,10_50_4.
20010504.0,179.0,10_50_4.
20010504.0,201.0,10_50_4.
20010504.0,213.0,10_50_4.
20010504.0,252.0,10_50_4.
20010504.0,256.0,10_50_4.
20010504.0,260.0,10_50_4.
20010504.0,288.0,10_50_4.
20010504.0,311.0,10_50_4.
20010504.0,319.0,10_50_4.
20010504.0,324.0,10_50_4.
20010504.0,340.0,10_50_4.
20010504.0,446.0,10_50_4.
20010504.0,479.0,10_50_4.
20010505.0,42.0,10_50_5.
20010505.0,44.0,10_50_5.
20010505.0,61.0,10_50_5.
20010505.0,81.0,10_50_5.
20010505.0,83.0,10_50_5.
20010505.0,131.0,10_50_5.
20010505.0,184.0,10_50_5.
20010505.0,220.0,10_50_5.
20010506.0,95.0,10_50_6.
20010506.0,219.0,10_50_6.
20010506.0,259.0,10_50_6.
20010506.0,288.0,10_50_6.
20010506.0,314.0,10_50_6.
20010507.0,4.0,10_50_7.
20010507.0,93.0,10_50_7.
20010507.0,189.0,10_50_7.
20010507.0,191.0,10_50_7.
20010507.0,193.0,10_50_7.
20010507.0,200.0,10_50_7.
20010507.0,249.0,10_50_7.
20010601.0,6.0,10_60_1.
20010601.0,14.0,10_60_1.
20010601.0,21.0,10_60_1.
20010601.0,28.0,10_60_1.
20010601.0,30.0,10_60_1.
20010601.0,31.0,10_60_1.
20010601.0,34.0,10_60_1.
20010601.0,46.0,10_60_1.
20010601.0,50.0,10_60_1.
20010601.0,51.0,10_60_1.
20010601.0,62.0,10_60_1.
20010601.0,65.0,10_60_1.
20010601.0,67.0,10_60_1.
20010601.0,103.0,10_60_1.
20010601.0,123.0,10_60_1.
20010601.0,132.0,10_60_1.
20010601.0,147.0,10_60_1.
20010601.0,150.0,10_60_1.
20010601.0,159.0,10_60_1.
20010601.0,161.0,10_60_1.
20010601.0,166.0,10_60_1.
20010601.0,212.0,10_60_1.
20010601.0,213.0,10_60_1.
20010601.0,215.0,10_60_1.
20010601.0,218.0,10_60_1.
20010601.0,229.0,10_60_1.
20010601.0,232.0,10_60_1.
20010601.0,250.0,10_60_1.
20010601.0,251.0,10_60_1.
20010602.0,5.0,10_60_2.
20010602.0,41.0,10_60_2.
20010602.0,42.0,10_60_2.
20010602.0,47.0,10_60_2.
20010602.0,51.0,10_60_2.
20010602.0,52.0,10_60_2.
20010602.0,113.0,10_60_2.
20010602.0,127.0,10_60_2.
20010602.0,194.0,10_60_2.
20010602.0,195.0,10_60_2.
20010602.0,196.0,10_60_2.
20010602.0,198.0,10_60_2.
20010602.0,206.0,10_60_2.
20010603.0,1.0,10_60_3.
20010603.0,11.0,10_60_3.
20010603.0,14.0,10_60_3.
20010603.0,16.0,10_60_3.
20010603.0,24.0,10_60_3.
20010603.0,29.0,10_60_3.
20010603.0,44.0,10_60_3.
20010603.0,51.0,10_60_3.
20010603.0,63.0,10_60_3.
20010603.0,65.0,10_60_3.
20010603.0,69.0,10_60_3.
20010603.0,70.0,10_60_3.
20010603.0,71.0,10_60_3.
20010603.0,84.0,10_60_3.
20010603.0,86.0,10_60_3.
20010603.0,95.0,10_60_3.
20010603.0,97.0,10_60_3.
20010603.0,100.0,10_60_3.
20010603.0,102.0,10_60_3.
20010603.0,105.0,10_60_3.
20010603.0,106.0,10_60_3.
20010603.0,112.0,10_60_3.
20010603.0,115.0,10_60_3.
20010603.0,130.0,10_60_3.
20010603.0,137.0,10_60_3.
20010603.0,168.0,10_60_3.
20010603.0,171.0,10_60_3.
20010603.0,192.0,10_60_3.
20010603.0,205.0,10_60_3.
20010603.0,211.0,10_60_3.
20010603.0,228.0,10_60_3.
20010603.0,232.0,10_60_3.
20010603.0,240.0,10_60_3.
20010603.0,241.0,10_60_3.
20010603.0,247.0,10_60_3.
20010603.0,250.0,10_60_3.
20010603.0,263.0,10_60_3.
20010603.0,264.0,10_60_3.
20010603.0,267.0,10_60_3.
20010603.0,272.0,10_60_3.
20010603.0,273.0,10_60_3.
20010603.0,398.0,10_60_3.
20010603.0,406.0,10_60_3.
20010603.0,414.0,10_60_3.
20010603.0,417.0,10_60_3.
20010603.0,418.0,10_60_3.
20010603.0,419.0,10_60_3.
20010603.0,423.0,10_60_3.
20010604.0,9.0,10_60_4.
20010604.0,10.0,10_60_4.
20010604.0,59.0,10_60_4.
20010604.0,74.0,10_60_4.
20010604.0,114.0,10_60_4.
20010604.0,137.0,10_60_4.
20010604.0,179.0,10_60_4.
20010604.0,181.0,10_60_4.
20010604.0,183.0,10_60_4.
20010604.0,187.0,10_60_4.
20010604.0,194.0,10_60_4.
20010604.0,197.0,10_60_4.
20010604.0,198.0,10_60_4.
20010604.0,203.0,10_60_4.
20010604.0,204.0,10_60_4.
20010604.0,210.0,10_60_4.
20010604.0,213.0,10_60_4.
20010604.0,214.0,10_60_4.
20010604.0,215.0,10_60_4.
20010604.0,219.0,10_60_4.
20010604.0,221.0,10_60_4.
20010604.0,223.0,10_60_4.
20010604.0,224.0,10_60_4.
20010604.0,231.0,10_60_4.
20010604.0,255.0,10_60_4.
20010604.0,295.0,10_60_4.
20010604.0,306.0,10_60_4.
20010604.0,327.0,10_60_4.
20010605.0,105.0,10_60_5.
20010605.0,110.0,10_60_5.
20010605.0,113.0,10_60_5.
20010605.0,114.0,10_60_5.
20010605.0,115.0,10_60_5.
20010605.0,116.0,10_60_5.
20010605.0,141.0,10_60_5.
20010606.0,4.0,10_60_6.
20010606.0,6.0,10_60_6.
20010606.0,14.0,10_60_6.
20010606.0,16.0,10_60_6.
20010606.0,17.0,10_60_6.
20010606.0,24.0,10_60_6.
20010606.0,32.0,10_60_6.
20010606.0,74.0,10_60_6.
20010606.0,78.0,10_60_6.
20010606.0,83.0,10_60_6.
20010606.0,106.0,10_60_6.
20010606.0,108.0,10_60_6.
20010606.0,113.0,10_60_6.
20010606.0,114.0,10_60_6.
20010606.0,137.0,10_60_6.
20010606.0,138.0,10_60_6.
20010606.0,139.0,10_60_6.
20010606.0,149.0,10_60_6.
20010606.0,170.0,10_60_6.
20010606.0,177.0,10_60_6.
20010606.0,226.0,10_60_6.
20010606.0,231.0,10_60_6.
20010606.0,232.0,10_60_6.
20010606.0,240.0,10_60_6.
20010607.0,9.0,10_60_7.
20010607.0,10.0,10_60_7.
20010607.0,24.0,10_60_7.
20010607.0,32.0,10_60_7.
20010607.0,42.0,10_60_7.
20010607.0,51.0,10_60_7.
20010607.0,57.0,10_60_7.
20010607.0,76.0,10_60_7.
20010607.0,78.0,10_60_7.
20010607.0,147.0,10_60_7.
20010607.0,155.0,10_60_7.
20010607.0,177.0,10_60_7.
20010607.0,180.0,10_60_7.
20010607.0,188.0,10_60_7.
20010607.0,192.0,10_60_7.
20010608.0,15.0,10_60_8.
20010608.0,28.0,10_60_8.
20010608.0,125.0,10_60_8.
20010608.0,140.0,10_60_8.
20010608.0,153.0,10_60_8.
20010608.0,171.0,10_60_8.
20010608.0,239.0,10_60_8.
20010608.0,241.0,10_60_8.
20010608.0,267.0,10_60_8.
20010608.0,273.0,10_60_8.
20010608.0,276.0,10_60_8.
20010609.0,4.0,10_60_9.
20010609.0,7.0,10_60_9.
20010609.0,22.0,10_60_9.
20010609.0,24.0,10_60_9.
20010609.0,25.0,10_60_9.
20010609.0,26.0,10_60_9.
20010609.0,30.0,10_60_9.
20010609.0,33.0,10_60_9.
20010609.0,41.0,10_60_9.
20010609.0,44.0,10_60_9.
20010609.0,46.0,10_60_9.
20010609.0,55.0,10_60_9.
20010609.0,88.0,10_60_9.
20010609.0,133.0,10_60_9.
20010609.0,141.0,10_60_9.
20010609.0,142.0,10_60_9.
20010609.0,145.0,10_60_9.
20010609.0,160.0,10_60_9.
20010609.0,167.0,10_60_9.
20010609.0,209.0,10_60_9.
20010609.0,213.0,10_60_9.
20010609.0,223.0,10_60_9.
20010609.0,228.0,10_60_9.
20010609.0,229.0,10_60_9.
20010609.0,266.0,10_60_9.
20010609.0,303.0,10_60_9.
20010609.0,319.0,10_60_9.
20010609.0,320.0,10_60_9.
20010609.0,353.0,10_60_9.
20010609.0,362.0,10_60_9.
20010609.0,393.0,10_60_9.
20010609.0,406.0,10_60_9.
20010610.0,2.0,10_61_.
20010610.0,5.0,10_61_.
20010610.0,25.0,10_61_.
20010610.0,36.0,10_61_.
20010610.0,37.0,10_61_.
20010610.0,107.0,10_61_.
20010610.0,116.0,10_61_.
20010701.0,1.0,10_70_1.
20010701.0,13.0,10_70_1.
20010701.0,23.0,10_70_1.
20010701.0,110.0,10_70_1.
20010701.0,142.0,10_70_1.
20010701.0,156.0,10_70_1.
20010701.0,224.0,10_70_1.
20010701.0,234.0,10_70_1.
20010701.0,235.0,10_70_1.
20010702.0,3.0,10_70_2.
20010702.0,79.0,10_70_2.
20010702.0,80.0,10_70_2.
20010702.0,84.0,10_70_2.
20010702.0,87.0,10_70_2.
20010703.0,64.0,10_70_3.
20010705.0,120.0,10_70_5.
20010706.0,27.0,10_70_6.
20010706.0,31.0,10_70_6.
20010706.0,47.0,10_70_6.
20010707.0,11.0,10_70_7.
20010707.0,110.0,10_70_7.
20010707.0,213.0,10_70_7.
20010708.0,18.0,10_70_8.
20010709.0,25.0,10_70_9.
20010709.0,45.0,10_70_9.
20010709.0,70.0,10_70_9.
20010712.0,66.0,10_71_2.
20010713.0,34.0,10_71_3.
20010801.0,6.0,10_80_1.
20010801.0,67.0,10_80_1.
20010801.0,72.0,10_80_1.
20010801.0,86.0,10_80_1.
20010801.0,149.0,10_80_1.
20010801.0,171.0,10_80_1.
20010801.0,172.0,10_80_1.
20010801.0,178.0,10_80_1.
20010802.0,8.0,10_80_2.
20010802.0,49.0,10_80_2.
20010802.0,73.0,10_80_2.
20010802.0,78.0,10_80_2.
20010802.0,88.0,10_80_2.
20010802.0,101.0,10_80_2.
20010802.0,102.0,10_80_2.
20010802.0,149.0,10_80_2.
20010802.0,169.0,10_80_2.
20010802.0,267.0,10_80_2.
20010802.0,356.0,10_80_2.
20010802.0,461.0,10_80_2.
20010802.0,464.0,10_80_2.
20010802.0,467.0,10_80_2.
20010802.0,508.0,10_80_2.
20010803.0,20.0,10_80_3.
20010803.0,21.0,10_80_3.
20010803.0,27.0,10_80_3.
20010803.0,42.0,10_80_3.
20010803.0,69.0,10_80_3.
20010803.0,73.0,10_80_3.
20010803.0,130.0,10_80_3.
20010803.0,151.0,10_80_3.
20010803.0,153.0,10_80_3.
20010803.0,281.0,10_80_3.
20010803.0,361.0,10_80_3.
20010803.0,365.0,10_80_3.
20010803.0,381.0,10_80_3.
20010803.0,394.0,10_80_3.
20010803.0,401.0,10_80_3.
20010803.0,409.0,10_80_3.
20010803.0,412.0,10_80_3.
20010803.0,417.0,10_80_3.
20010804.0,94.0,10_80_4.
20010804.0,236.0,10_80_4.
20010804.0,283.0,10_80_4.
20010804.0,286.0,10_80_4.
20010804.0,296.0,10_80_4.
20010805.0,56.0,10_80_5.
20010805.0,158.0,10_80_5.
20010806.0,40.0,10_80_6.
20010806.0,126.0,10_80_6.
20010806.0,133.0,10_80_6.
20010806.0,225.0,10_80_6.
20010806.0,244.0,10_80_6.
20010806.0,269.0,10_80_6.
20010806.0,281.0,10_80_6.
20010806.0,356.0,10_80_6.
20010806.0,391.0,10_80_6.
20010806.0,452.0,10_80_6.
20010806.0,513.0,10_80_6.
20010806.0,520.0,10_80_6.
20010806.0,526.0,10_80_6.
20010807.0,22.0,10_80_7.
20010807.0,29.0,10_80_7.
20010807.0,111.0,10_80_7.
20010807.0,119.0,10_80_7.
20010807.0,197.0,10_80_7.
20010807.0,559.0,10_80_7.
20010808.0,16.0,10_80_8.
20010808.0,71.0,10_80_8.
20010808.0,77.0,10_80_8.
20010808.0,98.0,10_80_8.
20010808.0,119.0,10_80_8.
20010808.0,122.0,10_80_8.
20010808.0,181.0,10_80_8.
20010808.0,183.0,10_80_8.
20010808.0,185.0,10_80_8.
20010808.0,189.0,10_80_8.
20010809.0,151.0,10_80_9.
20010809.0,224.0,10_80_9.
20010810.0,45.0,10_81_.
20010901.0,115.0,10_90_1.
20010902.0,4.0,10_90_2.
20010903.0,55.0,10_90_3.
20010904.0,76.0,10_90_4.
20010905.0,85.0,10_90_5.
20010905.0,165.0,10_90_5.
20010905.0,185.0,10_90_5.
20010906.0,57.0,10_90_6.
20010908.0,135.0,10_90_8.
20010909.0,77.0,10_90_9.
20010909.0,148.0,10_90_9.
20010909.0,191.0,10_90_9.
20010909.0,228.0,10_90_9.
20010910.0,75.0,10_91_.
20010913.0,3.0,10_91_3.
20010913.0,171.0,10_91_3.
20010916.0,258.0,10_91_6.
20010917.0,122.0,10_91_7.
20010918.0,131.0,10_91_8.
20010919.0,47.0,10_91_9.
20011002.0,113.0,11__2.
20011003.0,11.0,11__3.
20011004.0,176.0,11__4.
20011005.0,99.0,11__5.
20011005.0,135.0,11__5.
20011005.0,144.0,11__5.
20011005.0,151.0,11__5.
20011006.0,146.0,11__6.
20011006.0,163.0,11__6.
20011007.0,125.0,11__7.
20011008.0,21.0,11__8.
20011011.0,2.0,11_1_1.
20011011.0,173.0,11_1_1.
20011012.0,62.0,11_1_2.
20011012.0,92.0,11_1_2.
20011012.0,174.0,11_1_2.
20011012.0,203.0,11_1_2.
20011101.0,65.0,11_10_1.
20011102.0,179.0,11_10_2.
20011104.0,70.0,11_10_4.
20011105.0,101.0,11_10_5.
20011106.0,28.0,11_10_6.
20011106.0,145.0,11_10_6.
20011107.0,255.0,11_10_7.
20011108.0,138.0,11_10_8.
20011109.0,17.0,11_10_9.
20011110.0,100.0,11_11_.
20011110.0,253.0,11_11_.
20011111.0,17.0,11_11_1.
20011112.0,77.0,11_11_2.
20011112.0,183.0,11_11_2.
20011113.0,126.0,11_11_3.
20011113.0,193.0,11_11_3.
20011114.0,239.0,11_11_4.
20011201.0,36.0,11_20_1.
20011201.0,63.0,11_20_1.
20011203.0,15.0,11_20_3.
20011205.0,13.0,11_20_5.
20011205.0,116.0,11_20_5.
20011206.0,58.0,11_20_6.
20011206.0,105.0,11_20_6.
20011206.0,138.0,11_20_6.
20011206.0,191.0,11_20_6.
20011207.0,95.0,11_20_7.
20011207.0,182.0,11_20_7.
20011209.0,51.0,11_20_9.
20011209.0,333.0,11_20_9.
20011212.0,17.0,11_21_2.
20011301.0,31.0,11_30_1.
20011301.0,33.0,11_30_1.
20011301.0,34.0,11_30_1.
20011301.0,35.0,11_30_1.
20011301.0,38.0,11_30_1.
20011301.0,43.0,11_30_1.
20011301.0,52.0,11_30_1.
20011301.0,59.0,11_30_1.
20011301.0,62.0,11_30_1.
20011301.0,63.0,11_30_1.
20011301.0,66.0,11_30_1.
20011301.0,86.0,11_30_1.
20011301.0,111.0,11_30_1.
20011301.0,142.0,11_30_1.
20011301.0,147.0,11_30_1.
20011306.0,18.0,11_30_6.
20011306.0,29.0,11_30_6.
20011306.0,68.0,11_30_6.
20011307.0,11.0,11_30_7.
20011307.0,93.0,11_30_7.
20011307.0,199.0,11_30_7.
20011307.0,202.0,11_30_7.
20011307.0,209.0,11_30_7.
20011309.0,112.0,11_30_9.
20011309.0,118.0,11_30_9.
20011310.0,10.0,11_31_.
20011310.0,17.0,11_31_.
20011310.0,127.0,11_31_.
20011310.0,132.0,11_31_.
20011310.0,137.0,11_31_.
20011310.0,139.0,11_31_.
20011310.0,175.0,11_31_.
20011310.0,177.0,11_31_.
20011310.0,199.0,11_31_.
20011310.0,205.0,11_31_.
20011310.0,213.0,11_31_.
20011310.0,219.0,11_31_.
20011312.0,24.0,11_31_2.
20011401.0,97.0,11_40_1.
20011405.0,33.0,11_40_5.
20011405.0,185.0,11_40_5.
20011405.0,221.0,11_40_5.
20011406.0,58.0,11_40_6.
20011407.0,160.0,11_40_7.
20011408.0,21.0,11_40_8.
